"id","brks","type","acc"
"3_3",3200,"True","Missing"
"3_3",3300,"True","Missing"
"3_3",3400,"True","Missing"
"3_3",3500,"True","Missing"
"3_3",3600,"True","Missing"
"3_3",3900,"True","Missing"
"3_3",4100,"True","Missing"
"3_3",4300,"True","True"
"3_3",4400,"True","True"
"3_3",4500,"True","Missing"
"3_3",4900,"True","Missing"
"3_3",5000,"True","Missing"
"3_3",5100,"True","Missing"
"3_3",5300,"True","Missing"
"3_3",5400,"True","Missing"
"3_3",5500,"True","Missing"
"3_3",5600,"True","Missing"
"3_3",5700,"True","Missing"
"3_3",5800,"True","Missing"
"3_3",6200,"True","Missing"
"3_3",6300,"True","Missing"
"3_3",6600,"True","True"
"3_3",6700,"True","True"
"3_3",7100,"True","Missing"
"3_3",7200,"True","Missing"
"3_3",7300,"True","Missing"
"3_3",7400,"True","Missing"
"3_3",7500,"True","Missing"
"3_3",7600,"True","True"
"3_3",7700,"True","True"
"3_3",8000,"True","Missing"
"3_3",8100,"True","True"
"3_3",8400,"True","True"
"3_3",8500,"True","Missing"
"3_3",8600,"True","Missing"
"3_3",8700,"True","Missing"
"3_3",8800,"True","Missing"
"3_3",8900,"True","Missing"
"3_3",9100,"True","Missing"
"3_3",9400,"True","Missing"
"3_3",9500,"True","Missing"
"3_3",9900,"True","Missing"
"3_3",201,"Model","Accurate"
"3_3",601,"Model","Accurate"
"3_3",607,"Model","Accurate"
"3_3",616,"Model","Inaccurate"
"3_3",1003,"Model","Accurate"
"3_3",1303,"Model","Accurate"
"3_3",1602,"Model","Accurate"
"3_3",2102,"Model","Accurate"
"3_3",2202,"Model","Accurate"
"3_3",2402,"Model","Accurate"
"3_3",2604,"Model","Accurate"
"3_3",4300,"Model","Accurate"
"3_3",4401,"Model","Accurate"
"3_3",6604,"Model","Accurate"
"3_3",6700,"Model","Accurate"
"3_3",7602,"Model","Accurate"
"3_3",7706,"Model","Accurate"
"3_3",8103,"Model","Accurate"
"3_3",8402,"Model","Accurate"
"4_3",100,"True","True"
"4_3",200,"True","True"
"4_3",300,"True","True"
"4_3",400,"True","Missing"
"4_3",500,"True","Missing"
"4_3",600,"True","Missing"
"4_3",900,"True","True"
"4_3",1000,"True","True"
"4_3",1200,"True","True"
"4_3",1300,"True","True"
"4_3",1400,"True","Missing"
"4_3",1600,"True","Missing"
"4_3",1700,"True","True"
"4_3",1800,"True","True"
"4_3",1900,"True","True"
"4_3",2100,"True","True"
"4_3",2200,"True","True"
"4_3",2300,"True","True"
"4_3",2500,"True","True"
"4_3",2600,"True","True"
"4_3",2900,"True","True"
"4_3",3100,"True","True"
"4_3",3200,"True","True"
"4_3",3300,"True","True"
"4_3",3700,"True","Missing"
"4_3",3800,"True","Missing"
"4_3",3900,"True","Missing"
"4_3",4000,"True","Missing"
"4_3",4100,"True","Missing"
"4_3",4200,"True","Missing"
"4_3",4400,"True","Missing"
"4_3",4500,"True","Missing"
"4_3",4600,"True","Missing"
"4_3",4700,"True","Missing"
"4_3",4800,"True","Missing"
"4_3",5000,"True","Missing"
"4_3",5300,"True","Missing"
"4_3",5400,"True","Missing"
"4_3",5500,"True","Missing"
"4_3",5600,"True","Missing"
"4_3",5700,"True","True"
"4_3",5900,"True","True"
"4_3",6100,"True","Missing"
"4_3",6200,"True","Missing"
"4_3",6300,"True","Missing"
"4_3",6400,"True","True"
"4_3",6500,"True","True"
"4_3",6600,"True","True"
"4_3",6700,"True","Missing"
"4_3",6900,"True","Missing"
"4_3",7000,"True","True"
"4_3",7200,"True","True"
"4_3",7300,"True","True"
"4_3",7400,"True","True"
"4_3",7500,"True","Missing"
"4_3",7800,"True","True"
"4_3",7900,"True","True"
"4_3",8100,"True","Missing"
"4_3",8200,"True","True"
"4_3",8300,"True","True"
"4_3",8400,"True","True"
"4_3",8500,"True","True"
"4_3",8600,"True","Missing"
"4_3",8700,"True","Missing"
"4_3",8800,"True","Missing"
"4_3",8900,"True","Missing"
"4_3",9100,"True","Missing"
"4_3",9200,"True","Missing"
"4_3",9500,"True","True"
"4_3",9700,"True","True"
"4_3",9800,"True","True"
"4_3",9900,"True","True"
"4_3",103,"Model","Accurate"
"4_3",200,"Model","Accurate"
"4_3",297,"Model","Accurate"
"4_3",902,"Model","Accurate"
"4_3",997,"Model","Accurate"
"4_3",999,"Model","Accurate"
"4_3",1201,"Model","Accurate"
"4_3",1303,"Model","Accurate"
"4_3",1696,"Model","Accurate"
"4_3",1795,"Model","Accurate"
"4_3",1899,"Model","Accurate"
"4_3",2101,"Model","Accurate"
"4_3",2202,"Model","Accurate"
"4_3",2302,"Model","Accurate"
"4_3",2502,"Model","Accurate"
"4_3",2592,"Model","Accurate"
"4_3",2603,"Model","Accurate"
"4_3",2892,"Model","Accurate"
"4_3",2946,"Model","Inaccurate"
"4_3",3102,"Model","Accurate"
"4_3",3200,"Model","Accurate"
"4_3",3302,"Model","Accurate"
"4_3",5702,"Model","Accurate"
"4_3",5902,"Model","Accurate"
"4_3",6412,"Model","Inaccurate"
"4_3",6503,"Model","Accurate"
"4_3",6602,"Model","Accurate"
"4_3",7005,"Model","Accurate"
"4_3",7201,"Model","Accurate"
"4_3",7302,"Model","Accurate"
"4_3",7398,"Model","Accurate"
"4_3",7801,"Model","Accurate"
"4_3",7901,"Model","Accurate"
"4_3",8202,"Model","Accurate"
"4_3",8300,"Model","Accurate"
"4_3",8401,"Model","Accurate"
"4_3",8502,"Model","Accurate"
"4_3",9500,"Model","Accurate"
"4_3",9705,"Model","Accurate"
"4_3",9807,"Model","Accurate"
"4_3",9902,"Model","Accurate"
"5_3",200,"True","Missing"
"5_3",300,"True","Missing"
"5_3",400,"True","Missing"
"5_3",500,"True","Missing"
"5_3",600,"True","Missing"
"5_3",1100,"True","True"
"5_3",1200,"True","True"
"5_3",1300,"True","True"
"5_3",1400,"True","True"
"5_3",1500,"True","Missing"
"5_3",1700,"True","Missing"
"5_3",1900,"True","Missing"
"5_3",2500,"True","Missing"
"5_3",2600,"True","Missing"
"5_3",2700,"True","Missing"
"5_3",2800,"True","Missing"
"5_3",3000,"True","Missing"
"5_3",3200,"True","Missing"
"5_3",3300,"True","Missing"
"5_3",3400,"True","Missing"
"5_3",3500,"True","True"
"5_3",3600,"True","True"
"5_3",3700,"True","True"
"5_3",3800,"True","True"
"5_3",3900,"True","True"
"5_3",4100,"True","True"
"5_3",4200,"True","Missing"
"5_3",4300,"True","True"
"5_3",4400,"True","True"
"5_3",4500,"True","Missing"
"5_3",4600,"True","Missing"
"5_3",4700,"True","Missing"
"5_3",4900,"True","Missing"
"5_3",5100,"True","True"
"5_3",5200,"True","True"
"5_3",5300,"True","True"
"5_3",5400,"True","True"
"5_3",5500,"True","Missing"
"5_3",5700,"True","Missing"
"5_3",6300,"True","Missing"
"5_3",6600,"True","True"
"5_3",6800,"True","True"
"5_3",7000,"True","Missing"
"5_3",7400,"True","True"
"5_3",7500,"True","True"
"5_3",7600,"True","Missing"
"5_3",7800,"True","Missing"
"5_3",7900,"True","True"
"5_3",8100,"True","True"
"5_3",8600,"True","Missing"
"5_3",8700,"True","Missing"
"5_3",9200,"True","Missing"
"5_3",9300,"True","True"
"5_3",9400,"True","True"
"5_3",9500,"True","Missing"
"5_3",9700,"True","Missing"
"5_3",9800,"True","Missing"
"5_3",9900,"True","True"
"5_3",1100,"Model","Accurate"
"5_3",1200,"Model","Accurate"
"5_3",1302,"Model","Accurate"
"5_3",1408,"Model","Accurate"
"5_3",3506,"Model","Accurate"
"5_3",3603,"Model","Accurate"
"5_3",3705,"Model","Accurate"
"5_3",3799,"Model","Accurate"
"5_3",3900,"Model","Accurate"
"5_3",4105,"Model","Accurate"
"5_3",4301,"Model","Accurate"
"5_3",4399,"Model","Accurate"
"5_3",5100,"Model","Accurate"
"5_3",5202,"Model","Accurate"
"5_3",5305,"Model","Accurate"
"5_3",5402,"Model","Accurate"
"5_3",6604,"Model","Accurate"
"5_3",6618,"Model","Inaccurate"
"5_3",6803,"Model","Accurate"
"5_3",7399,"Model","Accurate"
"5_3",7502,"Model","Accurate"
"5_3",7846,"Model","Inaccurate"
"5_3",7902,"Model","Accurate"
"5_3",8102,"Model","Accurate"
"5_3",9306,"Model","Accurate"
"5_3",9402,"Model","Accurate Duplicate"
"5_3",9403,"Model","Accurate Duplicate"
"5_3",9899,"Model","Accurate"
